OBJECTID,plz,ags,ort,landkreis,bundesland,einwohner,note,SHAPE_Length,SHAPE_Area
7658,83346,09189113,Bergen,Landkreis Traunstein,Bayern,4786,83346 Bergen,54594.5743631669,81757407.503852
7659,83301,09189154,Traunreut,Landkreis Traunstein,Bayern,15121,83301 Traunreut,60039.2417832092,50527544.5401329
7660,94419,09279134,Reisbach,Landkreis Dingolfing-Landau,Bayern,7488,94419 Reisbach,139991.66273015,215104305.353868
7661,93464,09372163,Tiefenbach,Landkreis Cham,Bayern,2034,93464 Tiefenbach,84181.7404277968,108159759.531649
7662,18317,13073077,Saal,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,1572,18317 Saal,2470.36343802163,159425.426672744
7663,16818,12068072,Dabergotz,Landkreis Ostprignitz-Ruppin,Brandenburg,8234,"16818 Fehrbellin, Temnitzquell, MÃ¤rkisch Linden u.a.",177332.700632982,758352065.859668
7664,04824,14729070,Brandis,Landkreis Leipzig,Sachsen,3113,04824 Brandis,27988.952105478,22851150.9524921
7665,18356,13073009,Barth,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,10282,18356 Barth,151388.165518968,195509277.569287
7666,08134,14524150,Langenweißbach,Landkreis Zwickau,Sachsen,6538,"08134 LangenweiÃŸbach, Wildenfels",55800.5015435884,107842060.782546
7667,14823,12069402,Mühlenfließ,Landkreis Potsdam-Mittelmark,Brandenburg,3148,14823 Niemegk,131580.118018741,384535741.543442
7668,84513,09183116,Erharting,Landkreis Mühldorf am Inn,Bayern,9996,84513 TÃ¶ging a. Inn,48947.400555418,61493899.0492629
7669,94330,09278113,Aiterhofen,Landkreis Straubing-Bogen,Bayern,5668,94330 Aiterhofen,109001.811120287,149336993.98658
7670,94431,09279132,Pilsting,Landkreis Dingolfing-Landau,Bayern,6324,94431 Pilsting,80060.9140025345,163219975.336721
7671,83371,09189154,Traunreut,Landkreis Traunstein,Bayern,1370,83371 Stein a.d. Traun,19315.9157169951,7305474.01370467
7672,84518,09171117,Garching an der Alz,Landkreis Altötting,Bayern,8490,84518 Garching a.d. Alz,51422.816189005,58150224.4985549
7673,83365,09189130,Nußdorf,Landkreis Traunstein,Bayern,2444,83365 NuÃŸdorf,43442.036400435,35880591.6473598
7674,93488,09372157,Schönthal,Landkreis Cham,Bayern,1971,93488 SchÃ¶nthal,70422.5211953419,102781544.30344
7675,93489,09372158,Schorndorf,Landkreis Cham,Bayern,2622,93489 Schorndorf,62302.8231359026,90113545.7328039
7676,94437,09279125,Mamming,Landkreis Dingolfing-Landau,Bayern,2886,94437 Mamming,64957.4309997711,94944557.3763594
7677,84568,09171127,Pleiskirchen,Landkreis Altötting,Bayern,2388,84568 Pleiskirchen,85149.9569870057,118685596.411089
7678,06889,15091375,Wittenberg,Landkreis Wittenberg,Sachsen-Anhalt,6259,06889 Wittenberg,111864.181181264,284058267.969254
7679,94377,09278190,Steinach,Landkreis Straubing-Bogen,Bayern,2919,94377 Steinach,54583.0196063687,53793049.9659623
7680,93413,09372116,Cham,Landkreis Cham,Bayern,16528,93413 Cham,136012.811375571,188810449.381834
7681,83368,09189154,Traunreut,Landkreis Traunstein,Bayern,1440,83368 St. Georgen,18531.3553960919,15241446.423887
7682,94365,09278170,Parkstetten,Landkreis Straubing-Bogen,Bayern,3027,94365 Parkstetten,44199.1376461268,45074171.9223957
7683,04827,14729250,Machern,Landkreis Leipzig,Sachsen,5967,04827 Machern,44226.5464050915,63697089.2724374
7684,06772,15091110,Gräfenhainichen,Landkreis Wittenberg,Sachsen-Anhalt,4909,06772 GrÃ¤fenhainichen,42880.874980689,67660816.4332332
7685,17192,13071056,Groß Plasten,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,26208,17192 Waren/ MÃ¼ritz,204396.090848209,1111142833.78295
7686,04668,14729160,Grimma,Landkreis Leipzig,Sachsen,34365,04668 Grimma,191682.80825559,701204472.649084
7687,83377,09189161,Vachendorf,Landkreis Traunstein,Bayern,1843,83377 Vachendorf,31669.4432488897,22077281.9696637
7688,84550,09171116,Feichten an der Alz,Landkreis Altötting,Bayern,1186,84550 Feichten a.d. Alz,38146.7560142562,40054753.2200346
7689,84323,09277133,Massing,Landkreis Rottal-Inn,Bayern,4009,84323 Massing,61717.6673608296,81934514.0726299
7690,04651,14729010,Bad Lausick,Landkreis Leipzig,Sachsen,8399,04651 Bad Lausick,110930.979036487,177039098.33483
7691,93482,09372146,Pemfling,Landkreis Cham,Bayern,2264,93482 Pemfling,86436.1517099841,104626288.166545
7692,94350,09278120,Falkenfels,Landkreis Straubing-Bogen,Bayern,1014,94350 Falkenfels,42545.3105793426,26708593.7805257
7693,84577,09171133,Tüßling,Landkreis Altötting,Bayern,3199,84577 TÃ¼ÃŸling,41531.8050412833,44102729.2415349
7694,08289,14521530,Schneeberg,Erzgebirgskreis,Sachsen,14980,08289 Schneeberg,37473.0028973255,57846789.2700269
7695,04821,14729070,Brandis,Landkreis Leipzig,Sachsen,6352,04821 Brandis,46969.0811231684,65722945.7506746
7696,93455,09372164,Traitsching,Landkreis Cham,Bayern,4020,93455 Traitsching,75543.3882392068,105820199.915598
7697,84579,09171135,Unterneukirchen,Landkreis Altötting,Bayern,2901,84579 Unterneukirchen,44515.837916255,52159968.710773
7698,83278,09189155,Traunstein,Landkreis Traunstein,Bayern,18705,83278 Traunstein,87835.0918919335,107835555.503411
7699,18356,13073009,Barth,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,10282,18356 Barth,2921.17856274202,294860.87413336
7700,04618,16077011,Göpfersdorf,Landkreis Altenburger Land,Thüringen,2203,04618 Langenleuba-Niederhain,18289.1410816862,14903891.4188136
7701,83374,09189154,Traunreut,Landkreis Traunstein,Bayern,2012,83374 Traunreut,32434.3486480289,27346812.751484
7702,09356,14524280,St. Egidien,Landkreis Zwickau,Sachsen,3494,09356 St. Egidien,51215.3230050652,53097973.1483993
7703,18314,13073018,Divitz-Spoldershagen,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,2262,18314 LÃ¶bnitz,97226.9736658339,237816472.405024
7704,84576,09171131,Teising,Landkreis Altötting,Bayern,1847,84576 Teising,21312.7389774417,12089634.6377286
7705,94347,09278116,Ascha,Landkreis Straubing-Bogen,Bayern,1569,94347 Ascha,60055.3721817293,45306398.3321813
7706,94372,09278179,Rattiszell,Landkreis Straubing-Bogen,Bayern,1467,94372 Rattiszell,51172.4878845974,51584158.4226495
7707,94363,09278167,Oberschneiding,Landkreis Straubing-Bogen,Bayern,2758,94363 Oberschneiding,75006.435012307,139717874.757274
7708,93492,09372165,Treffelstein,Landkreis Cham,Bayern,1007,93492 Treffelstein,48419.9021242051,49316904.7192077
7709,94375,09278189,Stallwang,Landkreis Straubing-Bogen,Bayern,1415,94375 Stallwang,50436.5682515694,47899430.6377007
7710,83349,09189134,Palling,Landkreis Traunstein,Bayern,3393,83349 Palling,62049.1059609822,120151859.844362
7711,92549,09376167,Stadlern,Landkreis Schwandorf,Bayern,507,92549 Stadlern,33102.6374114105,25108275.8124874
7712,83313,09189145,Siegsdorf,Landkreis Traunstein,Bayern,8100,83313 Siegsdorf,76028.7966266561,126404936.326661
7713,09350,14524160,Lichtenstein/Sachsen,Landkreis Zwickau,Sachsen,12369,09350 Lichtenstein,38233.134209914,38685733.6011477
7714,08321,14521700,Zschorlau,Erzgebirgskreis,Sachsen,5598,08321 Zschorlau,38137.4014911426,55026158.1624795
7715,84552,09277122,Geratskirchen,Landkreis Rottal-Inn,Bayern,849,84552 Geratskirchen,47396.4437513067,29210220.6190908
7716,06905,15091020,Bad Schmiedeberg,Landkreis Wittenberg,Sachsen-Anhalt,8868,06905 Bad Schmiedeberg,135977.16338946,419086904.371628
7717,84503,09171111,Altötting,Landkreis Altötting,Bayern,12449,84503 AltÃ¶tting,47761.5341451926,51958948.2046427
7718,04828,14729030,Bennewitz,Landkreis Leipzig,Sachsen,5736,"04828 Bennewitz, Machern",94684.8099656271,156449631.1275
7719,09337,14524010,Bernsdorf,Landkreis Zwickau,Sachsen,23130,"09337 Callenberg, Hohenstein-Ernstthal, Bernsdorf",113229.600945186,183310939.719375
7720,84543,09171137,Winhöring,Landkreis Altötting,Bayern,4662,84543 WinhÃ¶ring,49816.1363360511,55322787.1017098
7721,93449,09372171,Waldmünchen,Landkreis Cham,Bayern,6784,93449 WaldmÃ¼nchen,104297.77933833,238414002.979464
7722,14822,12069052,Borkheide,Landkreis Potsdam-Mittelmark,Brandenburg,9764,"14822 BrÃ¼ck, Borkheide u.a.",177836.868617776,618065170.646187
7723,84558,09171122,Kirchweidach,Landkreis Altötting,Bayern,3209,84558 Kirchweidach,64413.9794746858,91076095.2707685
7724,09322,14522460,Penig,Landkreis Mittelsachsen,Sachsen,9550,09322 Penig,81176.0521747785,159529392.46584
7725,94359,09278147,Loitzendorf,Landkreis Straubing-Bogen,Bayern,628,94359 Loitzendorf,30977.1011999696,27964436.6003291
7726,04643,14729150,Geithain,Landkreis Leipzig,Sachsen,7556,04643 Geithain,83336.2510792446,138163005.813149
7727,14641,12063208,Nauen,Landkreis Havelland,Brandenburg,26761,14641 Nauen,252336.170408305,1045238998.65651
7728,84326,09277119,Falkenberg,Landkreis Rottal-Inn,Bayern,4669,84326 Falkenberg,97808.2307447533,203337371.471294
7729,17139,13071007,Basedow,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,11352,17139 Malchin,194299.30797106,744962431.263234
7730,08118,14524090,Hartenstein,Landkreis Zwickau,Sachsen,4831,08118 Hartenstein,60632.6193837038,91294769.9569797
7731,94405,09279122,Landau an der Isar,Landkreis Dingolfing-Landau,Bayern,12527,94405 Landau a.d. Isar,85183.3834270126,193430358.538531
7732,84508,09171113,Burgkirchen an der Alz,Landkreis Altötting,Bayern,10028,84508 Burgkirchen an der Alz,75574.0659937205,103734098.950379
7733,94360,09278151,Mitterfels,Landkreis Straubing-Bogen,Bayern,2436,94360 Mitterfels,43198.6401949433,33003017.7120911
7734,08301,14521035,Aue-Bad Schlema,Erzgebirgskreis,Sachsen,5059,08301 Schlema,35919.4851576365,38421326.0738776
7735,93494,09372168,Waffenbrunn,Landkreis Cham,Bayern,2018,93494 Waffenbrunn,58054.702374024,59001892.7500459
7736,94327,09278118,Bogen,Landkreis Straubing-Bogen,Bayern,9660,94327 Bogen,78471.6119282369,115139111.400482
7737,18374,13073105,Zingst,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,3120,18374 Zingst a. DarÃŸ,96263.8326695075,137150664.770561
7738,84339,09277151,Unterdietfurt,Landkreis Rottal-Inn,Bayern,2090,84339 Unterdietfurt,59345.5268561535,62155239.8304812
7739,09212,14524180,Limbach-Oberfrohna,Landkreis Zwickau,Sachsen,24865,09212 Limbach-Oberfrohna,92134.4536094887,125969868.610458
7740,09376,14521450,Oelsnitz/Erzgeb.,Erzgebirgskreis,Sachsen,11652,09376 Oelsnitz/Erzgebirge,44482.9358225485,65406425.9463367
7741,08324,14521080,Bockau,Erzgebirgskreis,Sachsen,2442,08324 Bockau,41412.6603872993,46882865.9594591
7742,16837,12068353,Rheinsberg,Landkreis Ostprignitz-Ruppin,Brandenburg,1730,16837 Rheinsberg,128978.723198252,336943887.320985
7743,84556,09171121,Kastl,Landkreis Altötting,Bayern,2672,84556 Kastl,44103.8133597826,62125767.5045431
7744,94354,09278134,Haselbach,Landkreis Straubing-Bogen,Bayern,1718,94354 Haselbach,61858.4197011784,42863909.8405908
7745,04808,14729245,Lossatal,Landkreis Leipzig,Sachsen,27018,04808 Wurzen,141657.354350653,596111506.583808
7746,08349,14521320,Johanngeorgenstadt,Erzgebirgskreis,Sachsen,4549,08349 Johanngeorgenstadt,41725.9733332135,72666261.2093089
7747,16833,12068117,Fehrbellin,Landkreis Ostprignitz-Ruppin,Brandenburg,6616,16833 Fehrbellin,136180.3146501,542263661.864542
7748,84553,09171119,Halsbach,Landkreis Altötting,Bayern,978,84553 Halsbach,42381.0769386182,49340780.6132597
7749,06888,15091375,Wittenberg,Landkreis Wittenberg,Sachsen-Anhalt,4391,06888 Wittenberg,41729.80043622,54674989.3572599
7750,09394,14521290,Hohndorf,Erzgebirgskreis,Sachsen,3821,09394 Hohndorf,21231.6812146032,13085239.0766651
7751,83362,09189148,Surberg,Landkreis Traunstein,Bayern,3115,83362 Surberg,45601.9336157376,52681027.3971981
7752,83329,09189127,Kirchanschöring,Landkreis Traunstein,Bayern,6463,83329 Waging a. See,113799.185239748,130176393.87252
7753,93497,09372175,Willmering,Landkreis Cham,Bayern,2081,93497 Willmering,28927.4383737503,24173544.1578592
7754,94436,09279135,Simbach,Landkreis Dingolfing-Landau,Bayern,3623,94436 Simbach,91409.4664007032,116755174.614286
7755,08280,14521035,Aue-Bad Schlema,Erzgebirgskreis,Sachsen,16941,08280 Aue,52581.4287025879,51871642.389336
7756,14550,12069249,Groß Kreutz (Havel),Landkreis Potsdam-Mittelmark,Brandenburg,8193,14550 GroÃŸ Kreutz,95919.0701267191,266423814.579204
7757,04687,14729400,Trebsen/Mulde,Landkreis Leipzig,Sachsen,4085,04687 Trebsen/Mulde,65144.2352116043,89975071.8857013
7758,94342,09278140,Irlbach,Landkreis Straubing-Bogen,Bayern,4403,94342 StraÃŸkirchen,66259.3749001964,125091357.793431
7759,84524,09171125,Neuötting,Landkreis Altötting,Bayern,8328,84524 NeuÃ¶tting,51641.1486071885,82663760.4878196
7760,17248,13071087,Lärz,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,2711,17248 Rechlin,128984.902555141,343336153.018875
7761,94357,09278143,Konzell,Landkreis Straubing-Bogen,Bayern,1750,94357 Konzell,54215.8039389907,62392534.8980253
7762,83373,09189150,Taching am See,Landkreis Traunstein,Bayern,1946,83373 Taching a. See,57800.4896206767,59460619.3546067
7763,83379,09189165,Wonneberg,Landkreis Traunstein,Bayern,1472,83379 Wonneberg,39226.5022406056,40200558.1809941
7764,94522,09279137,Wallersdorf,Landkreis Dingolfing-Landau,Bayern,6705,94522 Wallersdorf,92381.2134527631,163706643.725869
7765,04680,14729080,Colditz,Landkreis Leipzig,Sachsen,9253,04680 Colditz,98292.534631149,213781052.3653
7766,18374,13073105,Zingst,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,3120,18374 Zingst a. DarÃŸ,18580.9078025481,10468882.5863635
7767,94336,09278139,Hunderdorf,Landkreis Straubing-Bogen,Bayern,4269,94336 Hunderdorf,63099.1467230864,69755523.316614
7768,94353,09278129,Haibach,Landkreis Straubing-Bogen,Bayern,2207,94353 Haibach,57123.3065524205,75073899.2265431
7769,84571,09171129,Reischach,Landkreis Altötting,Bayern,2615,84571 Reischach,55213.9702697613,64185215.5876669
7770,84529,09189152,Tittmoning,Landkreis Traunstein,Bayern,5870,84529 Tittmoning,77566.3521599977,161089362.278923
7771,09355,14524070,Gersdorf,Landkreis Zwickau,Sachsen,4170,09355 Gersdorf,22348.0451281729,24193068.0524122
7772,09353,14524230,Oberlungwitz,Landkreis Zwickau,Sachsen,6283,09353 Oberlungwitz,34107.149021992,36661277.6242263
7773,84335,09277134,Mitterskirchen,Landkreis Rottal-Inn,Bayern,2053,84335 Mitterskirchen,47780.6580618097,55893734.7547702
7774,08315,14521355,Lauter-Bernsbach,Erzgebirgskreis,Sachsen,9202,08315 Lauter-Bernsbach,60742.9685448947,74376319.6246497
7775,93499,09372177,Zandt,Landkreis Cham,Bayern,1812,93499 Zandt,50514.2971988955,50470800.5452422
7776,17252,13071099,Mirow,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,4620,17252 Mirow,163608.983083047,519534469.260724
7777,09328,14522350,Lunzenau,Landkreis Mittelsachsen,Sachsen,4756,09328 Lunzenau,50229.9965595099,71265288.5571854
7778,09366,14521420,Niederdorf,Erzgebirgskreis,Sachsen,12910,09366 Stollberg/Erzgeb.,67159.6717264699,129666372.468513
7779,08340,14521550,Schwarzenberg/Erzgebirge,Erzgebirgskreis,Sachsen,18053,08340 Schwarzenberg/Erzgeb.,93999.3768078961,113575641.656377
7780,83458,09172131,Schneizlreuth,Landkreis Berchtesgadener Land,Bayern,1351,83458 Schneizlreuth,109117.359037803,236776842.304537
7781,93486,09372155,Runding,Landkreis Cham,Bayern,2309,93486 Runding,48667.1832009989,49238490.7454169
7782,08359,14521110,Breitenbrunn/Erzgebirge,Erzgebirgskreis,Sachsen,5786,08359 Breitenbrunn/Erzgeb.,90524.6262738995,148971950.76519
7783,18465,13073020,Drechow,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,3123,18465 Tribsees,91863.6473356793,246145645.286386
7784,08294,14521370,Lößnitz,Erzgebirgskreis,Sachsen,9386,08294 LÃ¶ÃŸnitz,55963.5378157993,75559351.4078119
7785,84307,09277116,Eggenfelden,Landkreis Rottal-Inn,Bayern,12790,84307 Eggenfelden,55853.4721326811,100544834.988375
7786,14929,12069632,Treuenbrietzen,Landkreis Potsdam-Mittelmark,Brandenburg,7599,14929 Treuenbrietzen,176489.992951328,561596038.226641
7787,09243,14524220,Niederfrohna,Landkreis Zwickau,Sachsen,2259,09243 Niederfrohna,26288.5135816921,25431454.1477204
7788,93495,09372174,Weiding,Landkreis Cham,Bayern,2496,93495 Weiding,62892.410025684,66155682.3670827
7789,18469,13073042,Karnin,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,2105,18469 Velgast,106353.211366891,247428206.70067
7790,17154,13071109,Neukalen,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,1918,17154 Neukalen,63916.3811350051,137930796.590636
7791,04880,14730090,Dommitzsch,Landkreis Nordsachsen,Sachsen,5580,04880 Dommitzsch,136438.58657758,380810352.696989
7792,06895,15091391,Zahna-Elster,Landkreis Wittenberg,Sachsen-Anhalt,9814,06895 Zahna-Elster,119364.780349427,391435416.257962
7793,09306,14522120,Erlau,Landkreis Mittelsachsen,Sachsen,18784,09306 Rochlitz,180770.869146456,488014038.428475
7794,83334,09189124,Inzell,Landkreis Traunstein,Bayern,4498,83334 Inzell,56570.0159519,100026762.521198
7795,93477,09372128,Gleißenberg,Landkreis Cham,Bayern,865,93477 GleiÃŸenberg,44699.3882622569,35997759.5734472
7796,09385,14521380,Lugau,Erzgebirgskreis,Sachsen,8698,09385 Lugau/Erzgeb.,43349.3506207377,55509914.8238349
7797,94362,09278154,Neukirchen,Landkreis Straubing-Bogen,Bayern,1727,94362 Neukirchen,53020.0563710052,56716690.7193724
7798,84333,09277131,Malgersdorf,Landkreis Rottal-Inn,Bayern,1233,84333 Malgersdorf,34566.9300568184,26083568.8735206
7799,93466,09372117,Chamerau,Landkreis Cham,Bayern,2621,93466 Chamerau,59350.5149123847,54813278.4018271
7800,84567,09171115,Erlbach,Landkreis Altötting,Bayern,2382,84567 Erlbach,74097.2846134253,95392332.6606989
7801,94371,09278178,Rattenberg,Landkreis Straubing-Bogen,Bayern,1773,94371 Rattenberg,53769.9747649507,70323009.7250074
7802,09224,14511000,Chemnitz,,Sachsen,7713,09224 Chemnitz,52775.5439977707,50061351.8624136
7803,84547,09171114,Emmerting,Landkreis Altötting,Bayern,4049,84547 Emmerting,30522.311498089,31543579.6271362
7804,83364,09172134,Teisendorf,Landkreis Berchtesgadener Land,Bayern,936,83364 Neukirchen am Teisenberg,28343.5165327093,35607508.4181474
7805,18461,13073024,Franzburg,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,4281,"18461 Franzburg, Richtenberg, u.a.",136086.406373482,360306440.083057
7806,93468,09372143,Miltach,Landkreis Cham,Bayern,2276,93468 Miltach,65896.4123261857,58964586.5800176
7807,04862,14730190,Mockrehna,Landkreis Nordsachsen,Sachsen,5193,04862 Mockrehna,90383.150362763,295098654.310463
7808,14669,12063148,Ketzin/Havel,Landkreis Havelland,Brandenburg,6345,14669 Ketzin,95918.2617926256,254145281.097266
7809,16816,12068320,Neuruppin,Landkreis Ostprignitz-Ruppin,Brandenburg,24358,16816 Neuruppin,91484.9871722391,170972540.178004
7810,83317,09172134,Teisendorf,Landkreis Berchtesgadener Land,Bayern,8259,83317 Teisendorf,78016.1732745696,156332957.966652
7811,84329,09277153,Wurmannsquick,Landkreis Rottal-Inn,Bayern,3743,84329 Wurmannsquick,73076.4262331614,111501205.934746
7812,09399,14521430,Niederwürschnitz,Erzgebirgskreis,Sachsen,2698,09399 NiederwÃ¼rschnitz,21020.0811255242,15031372.1069253
7813,94428,09279113,Eichendorf,Landkreis Dingolfing-Landau,Bayern,6462,94428 Eichendorf,106922.462589798,224508301.073387
7814,09241,14522380,Mühlau,Landkreis Mittelsachsen,Sachsen,2198,09241 MÃ¼hlau,20831.2851756169,20188072.6276632
7815,18513,13073016,Deyelsdorf,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,3337,18513 Glewitz,150579.825301113,517936296.05498
7816,93437,09372126,Furth im Wald,Landkreis Cham,Bayern,9044,93437 Furth i. Wald,89159.9747124929,157594285.035005
7817,84561,09171124,Mehring,Landkreis Altötting,Bayern,2236,84561 Mehring,37242.486404287,52495622.6344988
7818,94569,09271151,Stephansposching,Landkreis Deggendorf,Bayern,3038,94569 Stephansposching,63859.8094131696,102522999.948126
7819,94424,09277111,Arnstorf,Landkreis Rottal-Inn,Bayern,6190,94424 Arnstorf,96865.5764207322,183469766.543999
7820,09217,14522060,Burgstädt,Landkreis Mittelsachsen,Sachsen,11263,09217 BurgstÃ¤dt,49580.2818739567,64992725.8077863
7821,94559,09278159,Niederwinkling,Landkreis Straubing-Bogen,Bayern,2501,94559 Niederwinkling,53839.0037175858,59245130.097095
7822,83417,09189127,Kirchanschöring,Landkreis Traunstein,Bayern,3117,83417 KirchanschÃ¶ring,50625.5690578345,55672854.861729
7823,84489,09171112,Burghausen,Landkreis Altötting,Bayern,17504,84489 Burghausen,43667.0440195658,44595831.3925885
7824,08297,14521710,Zwönitz,Erzgebirgskreis,Sachsen,12654,08297 ZwÃ¶nitz,78505.3308420553,160107618.639586
